loc_rowid,pl_hostname,ra_str,ra,dec_str,dec,st_elon,st_elat,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,e_pmRA,e_pmDEC,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,duplicate_id,priority,splist,rakane,deckane,elon,elat,sector_0,sector_1,sector_2,sector_3,sector_4,sector_5,sector_6,sector_7,sector_8,sector_9,sector_10,sector_11,sector_12,total_sectors_obsd
3091,Kepler-717,19h31m51.73s,292.965535,+43d20m47.0s,43.34639,309.739786,63.651261,240183442,292.965535,43.34639,,,15.044,STAR,2mass,0.0,20180610,,,,,16.607,-0.057999999999999996,15.755999999999998,0.218,,,,,,,,,,,14.43,0.034,13.966,0.043,13.995999999999999,0.06,13.890999999999998,0.027000000000000003,13.970999999999998,0.034,13.134,,9.011000000000001,,15.4984,0.002,0.021,5485.0,,4.52407,,,,0.85,,0.88,,,0.5891679,,,,,,163,0.23572010000000002,,0.000116029111360995,knownplanet,292.965535,43.34639,309.7397842821693,63.65125004518664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3093,Kepler-719,19h42m08.67s,295.536136,+43d53m04.0s,43.884453,314.072044,63.468878000000004,271767300,295.536136,43.884453,,,15.163,STAR,2mass,0.0,20180610,,,,,16.724,0.08900000000000001,16.128,0.10300000000000001,,,,,,,,,,,14.572000000000001,0.032,14.207,0.039,14.126,0.065,14.054,0.027999999999999997,14.08,0.038,12.607000000000001,,8.985,,15.6008,0.0022,0.021,5777.0,,4.45161,,,,0.98,,0.99,,,0.9637321,,,,,,225,0.6544812,,8.28261669390756e-05,knownplanet,295.536136,43.884453,314.07204074330264,63.46886704206961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094,Kepler-720,19h54m32.56s,298.635649,+44d10m15.4s,44.170944,318.848095,62.837610999999995,268159158,298.635649,44.170944,,,14.477,STAR,2mass,0.0,20180610,,,,,16.372,0.034,15.462,0.069,,,,,,,,,,,13.785,0.028999999999999998,13.39,0.037000000000000005,13.243,0.028999999999999998,13.18,0.024,13.25,0.027000000000000003,10.842,0.076,8.244,0.21,14.9898,0.0015,0.019,5618.0,,4.488580000000001,,,,0.92,,0.95,,,0.7596215999999999,,,,,,278,0.26203560000000004,,0.000164717486333521,knownplanet,298.635649,44.170944,318.8480904902545,62.837600006111245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3105,Kepler-730,19h02m13.15s,285.554804,+45d34m43.9s,45.578857,299.29353599999996,67.442762,352013543,285.554804,45.578857,-5.34863,-2.0775,15.071,STAR,2mass,0.0,20180610,2.19442,2.19443,,,16.639,0.018000000000000002,15.782,0.069,,,,,,,,,,,14.470999999999998,0.035,14.182,0.057999999999999996,14.102,0.049,14.057,0.025,14.172,0.035,12.433,,9.418,,15.5154,0.00206409,0.021,5726.0,,4.429790000000001,,,,1.01,,1.0,,DWARF,0.9879679,,,,,,89,0.0968492,,9.591148365646421e-05,knownplanet,285.554804,45.578857,299.293538468089,67.44275076405499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3106,Kepler-731,19h45m34.36s,296.39317400000004,+45d34m06.8s,45.568558,316.89212000000003,64.769938,272366748,296.39317400000004,45.568558,,,14.739,STAR,2mass,0.0,20180610,,,,,15.607000000000001,0.047,15.386,0.172,,,,,,,,,,,14.126,0.027999999999999997,13.762,0.03,13.775,0.049,,,,,,,,,15.1937,0.00171076,0.019,5849.0,,4.40065,,,,1.06,,1.03,,,1.184767,,,,,,191,0.6376715000000001,,0.000109193378420195,knownplanet,296.39317400000004,45.568558,316.8921149650039,64.76992716949698,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3132,Kepler-753,19h27m36.79s,291.903273,+37d54m08.2s,37.902288,304.559748,58.741811,351056774,291.903273,37.902288,-1.99151,7.56796,13.610999999999999,STAR,2mass,0.0,20180610,2.2193,2.21979,,,17.217,0.16699999999999998,14.890999999999998,0.114,18.2427,0.016402700000000003,15.6388,0.00334499,14.4342,0.00295313,13.9923,0.00304406,13.7227,0.00382413,12.607999999999999,0.027000000000000003,11.966,0.034,11.875,0.022000000000000002,11.57,0.021,11.677999999999999,0.02,11.675,0.21600000000000003,9.269,,14.3445,0.00107951,0.019,4346.0,,4.64511,,,,0.65,,0.68,,GIANT,0.1357939,,,,,,230,0.193779,,0.000525854791321149,knownplanet,291.903273,37.902288,304.5597487849389,58.741799378673406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3143,Kepler-76,19h36m46.11s,294.192118,+39d37m08.4s,39.619003,308.914023,59.832283999999994,138644215,294.192118,39.619003,,,12.838,STAR,2mass,0.0,20180610,,,,,13.478,0.027999999999999997,13.474,0.114,,,,,,,,,,,12.343,0.022000000000000002,12.134,0.021,12.092,0.021,12.015999999999998,0.025,12.056,0.025,11.97,0.22399999999999998,9.258,,13.2031,0.000611668,0.018000000000000002,6409.0,,4.27646,,,,1.32,,1.2,,,2.6485220000000003,,,,,,235,1.2891620000000001,,0.000280503563923371,knownplanet,294.192118,39.619003,308.9140218265564,59.83227309911828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3146,Kepler-761,19h22m00.86s,290.503604,+44d08m36.9s,44.143581,306.503359,65.005624,159442087,290.503604,44.143581,,,14.17,STAR,2mass,0.0,20180610,,,,,15.523,0.032,14.993,0.08,,,,,,,,,,,13.562999999999999,0.033,13.155999999999999,0.036000000000000004,13.202,0.035,12.946,0.024,12.982000000000001,0.025,12.219000000000001,0.23600000000000002,9.182,,14.6195,0.00124719,0.021,5706.0,,4.47919,,,,0.93,,0.95,,,0.8260145000000001,,,,,,170,0.09005052,,0.00022331615166174302,knownplanet,290.503604,44.143581,306.50335810351527,65.0056131502239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,Kepler-79,20h02m04.11s,300.517131,+44d22m53.7s,44.38158,321.694773,62.452473,239306681,300.517131,44.38158,,,13.424000000000001,STAR,2mass,0.0,20180610,,,,,14.548,0.038,14.036,0.126,,,,,,,,,,,12.913,0.025,12.652999999999999,0.025,12.606,0.031,12.482000000000001,0.023,12.577,0.024,12.488,,9.627,,13.8012,0.0008,0.019,6174.0,,4.27873,,,,1.3,,1.17,,,2.21232,,1036.64,,,,232,0.18861860000000003,,0.000230941331234329,knownplanet,300.517131,44.38158,321.694767660171,62.452462819858496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,Kepler-79,20h02m04.11s,300.517131,+44d22m53.7s,44.38158,321.694773,62.452473,239306681,300.517131,44.38158,,,13.424000000000001,STAR,2mass,0.0,20180610,,,,,14.548,0.038,14.036,0.126,,,,,,,,,,,12.913,0.025,12.652999999999999,0.025,12.606,0.031,12.482000000000001,0.023,12.577,0.024,12.488,,9.627,,13.8012,0.0008,0.019,6174.0,,4.27873,,,,1.3,,1.17,,,2.21232,,1036.64,,,,232,0.18861860000000003,,0.000230941331234329,knownplanet,300.517131,44.38158,321.694767660171,62.452462819858496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3182,Kepler-79,20h02m04.11s,300.517131,+44d22m53.7s,44.38158,321.694773,62.452473,239306681,300.517131,44.38158,,,13.424000000000001,STAR,2mass,0.0,20180610,,,,,14.548,0.038,14.036,0.126,,,,,,,,,,,12.913,0.025,12.652999999999999,0.025,12.606,0.031,12.482000000000001,0.023,12.577,0.024,12.488,,9.627,,13.8012,0.0008,0.019,6174.0,,4.27873,,,,1.3,,1.17,,,2.21232,,1036.64,,,,232,0.18861860000000003,,0.000230941331234329,knownplanet,300.517131,44.38158,321.694767660171,62.452462819858496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3183,Kepler-79,20h02m04.11s,300.517131,+44d22m53.7s,44.38158,321.694773,62.452473,239306681,300.517131,44.38158,,,13.424000000000001,STAR,2mass,0.0,20180610,,,,,14.548,0.038,14.036,0.126,,,,,,,,,,,12.913,0.025,12.652999999999999,0.025,12.606,0.031,12.482000000000001,0.023,12.577,0.024,12.488,,9.627,,13.8012,0.0008,0.019,6174.0,,4.27873,,,,1.3,,1.17,,,2.21232,,1036.64,,,,232,0.18861860000000003,,0.000230941331234329,knownplanet,300.517131,44.38158,321.694767660171,62.452462819858496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194,Kepler-8,18h45m09.15s,281.288118,+42d27m03.9s,42.45108,290.06652,65.105964,123233041,281.288118,42.45108,,,13.079,STAR,2mass,0.0,20180610,,,,,13.804,0.051,13.597999999999999,0.069,,,,,,,,,,,12.575999999999999,0.023,12.324000000000002,0.018000000000000002,12.293,0.016,12.261,0.023,12.267000000000001,0.023,12.258,0.26,9.395,,13.4487,0.0007,0.018000000000000002,6213.0,,4.1748400000000006,,-0.05,0.1,1.49,,1.21,,,2.980387,,872.1289999999999,,0.0782284,,90,0.006390381,,0.000267140488652573,knownplanet,281.288118,42.45108,290.06652619205204,65.10595300913279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3217,Kepler-812,19h15m25.27s,288.85528999999997,+48d12m30.7s,48.208538,307.36573300000003,69.214259,299033074,288.85528999999997,48.208538,-2.72255,-4.37137,13.399000000000001,STAR,2mass,0.0,20180610,2.17705,2.17712,,,14.408,0.033,13.815,0.08,,,,,,,,,,,13.005999999999998,0.023,12.755,0.027999999999999997,12.832,0.025,12.737,0.023,12.749,0.023,12.542,0.319,8.885,,13.6837,0.000773203,0.018000000000000002,6761.0,,4.1338,,,,1.71,,1.45,,DWARF,5.504662000000001,,1194.81,,0.0693,,97,0.007604746,,0.000187342838724678,knownplanet,288.85528999999997,48.208538,307.36573162296673,69.2142480855793,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3261,Kepler-843,19h45m17.28s,296.321994,+48d58m17.3s,48.971478000000005,320.52306699999997,67.84607700000001,27774043,296.321994,48.971478000000005,,,14.703,STAR,2mass,0.0,20180610,,,,,15.895,0.022000000000000002,15.354000000000001,0.20600000000000002,,,,,,,,,,,14.088,0.027000000000000003,13.761,0.036000000000000004,13.709000000000001,0.053,13.388,0.024,13.48,0.026000000000000002,12.299000000000001,,9.219,0.439,15.1589,0.00167722,0.019,5830.0,,4.42135,,,,1.03,,1.02,,,1.1041889999999999,,1437.87,,,,195,0.2625563,,0.000128647852035474,knownplanet,296.321994,48.971478000000005,320.5230595652356,67.84606582146043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3267,Kepler-849,19h23m24.43s,290.851779,+48d31m16.8s,48.521339000000005,311.140855,69.001244,417659078,290.851779,48.521339000000005,-1.2377200000000002,-3.85459,12.369000000000002,STAR,2mass,0.0,20180610,2.17893,2.17893,,,13.708,0.005,12.878,0.092,,,,,,,,,,,11.842,0.023,11.59,0.03,11.527000000000001,0.023,11.48,0.023,11.535,0.021,11.638,0.122,9.592,,12.7574,0.000494209,0.018000000000000002,6059.0,,4.09865,,,,1.64,,1.23,,DWARF,3.265775,,601.923,,0.0851,,125,0.5401588,,0.00036273976572215,knownplanet,290.851779,48.521339000000005,311.14085141274575,69.00123293553014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3264,Kepler-846,19h08m13.68s,287.05701600000003,+49d02m45.7s,49.046021,305.007528,70.41948000000001,399911496,287.05701600000003,49.046021,-0.46705699999999994,2.53558,15.047,STAR,2mass,0.0,20180610,2.1952700000000003,2.1952700000000003,,,16.387999999999998,0.071,15.684000000000001,0.20600000000000002,,,,,,,,,,,14.423,0.034,14.085999999999999,0.054000000000000006,13.978,0.054000000000000006,13.819,0.025,13.885,0.031,12.637,0.301,9.535,,15.509,0.00205626,0.021,5579.0,,4.493469999999999,,,,0.91,,0.94,,DWARF,0.7227747,,,,,,94,0.1683573,,0.000123981888858532,knownplanet,287.05701600000003,49.046021,305.00752750756004,70.41946906371803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3273,Kepler-851,19h38m43.27s,294.68028599999997,+49d08m24.6s,49.140159999999995,318.16359900000003,68.491235,27235573,294.68028599999997,49.140159999999995,,,14.513,STAR,2mass,0.0,20180610,,,,,16.015,0.06,15.172,0.10300000000000001,,,,,,,,,,,13.876,0.026000000000000002,13.478,0.027000000000000003,13.392000000000001,0.043,13.4,0.023,13.41,0.026000000000000002,12.583,,9.315,,14.9845,0.0015,0.019,5455.0,,4.528980000000001,,,,0.85,,0.89,,,0.5763835,,,,,,145,0.03942847,,0.00020815046061841599,knownplanet,294.68028599999997,49.140159999999995,318.16359192142517,68.4912239622052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3276,Kepler-854,19h33m24.31s,293.351293,+43d08m04.7s,43.134640000000005,310.163258,63.354420999999995,275570329,293.351293,43.134640000000005,-2.9054,-2.75264,12.977,STAR,2mass,0.0,20180610,2.13923,2.13923,,,14.120999999999999,0.01,13.417,0.114,,,,,,,,,,,12.378,0.019,12.106,0.021,12.046,0.023,11.988,0.023,12.015999999999998,0.021,12.783,0.444,8.753,,13.4205,0.000679612,0.017,6179.0,,4.29901,,,,1.27,,1.17,,DWARF,2.118239,,831.145,,,,163,0.08360951,,0.000347680520695579,knownplanet,293.351293,43.134640000000005,310.1632562845617,63.354409389039006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3291,Kepler-869,19h17m41.90s,289.424591,+50d59m38.8s,50.994122,311.63266699999997,71.635005,299218299,289.424591,50.994122,3.37141,-0.63148,14.39,STAR,2mass,0.0,20180610,2.17705,2.17705,,,16.288,0.069,15.122,0.08,,,,,,,,,,,13.741,0.028999999999999998,13.399000000000001,0.036000000000000004,13.359000000000002,0.036000000000000004,13.155999999999999,0.023,13.235,0.024,12.722000000000001,,9.277000000000001,,14.8709,0.00142844,0.02,5664.0,,4.46975,,,,0.95,,0.97,,DWARF,0.8368254999999999,,1097.82,,0.0835,,108,0.3241279,,0.000210507810053847,knownplanet,289.424591,50.994122,311.6326625269315,71.63499426603701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3339,Kepler-91,19h02m41.49s,285.67287200000004,+44d07m00.2s,44.116734,298.49386,66.012701,352011875,285.67287200000004,44.116734,-1.3829799999999999,1.90025,11.69,STAR,2mass,0.0,20180610,2.15129,2.15129,,,14.097000000000001,0.028999999999999998,12.712,0.092,,,,,,,,,,,10.79,0.026000000000000002,10.235,0.03,10.136000000000001,0.021,10.041,0.023,10.155,0.02,9.976,0.044000000000000004,9.249,,12.3536,0.000408365,0.018000000000000002,4550.0,,2.95702,,,,6.3,,1.31,,GIANT,15.32574,,,,0.058125800000000005,,101,0.20238929999999997,,7.02391948784839e-05,knownplanet,285.67287200000004,44.116734,298.4938634422897,66.0126899813032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3347,Kepler-917,19h56m12.30s,299.05126,+47d56m57.4s,47.949284000000006,323.367573,66.090181,268383727,299.05126,47.949284000000006,1.2231299999999998,4.31626,15.242,STAR,2mass,0.0,20180610,2.1173900000000003,2.1173900000000003,,,16.241,0.071,15.895999999999999,0.24,,,,,,,,,,,14.552999999999999,0.035,14.077,0.044000000000000004,14.005,0.051,14.002,0.026000000000000002,14.049000000000001,0.036000000000000004,12.950999999999999,,9.343,,15.7524,0.00238408,0.021,5418.0,,4.57989,,,,0.76,,0.8,,DWARF,0.44841270000000005,,,,,,219,0.7234709,,0.000119773254946224,knownplanet,299.05126,47.949284000000006,323.36756532590897,66.09017095852033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3383,Kepler-944,19h34m24.30s,293.601262,+42d22m47.1s,42.379761,309.96254500000003,62.582924,270610053,293.601262,42.379761,0.594947,-1.0898299999999999,15.079,STAR,2mass,0.0,20180610,2.1019200000000002,2.1019200000000002,,,17.366,0.068,15.636,0.16,,,,,,,,,,,14.364,0.027000000000000003,13.96,0.039,13.850999999999999,0.048,13.923,0.026000000000000002,13.924000000000001,0.033,12.885,,9.413,,15.609000000000002,0.00218362,0.019,5409.0,,4.53477,,,,0.83,,0.86,,GIANT,0.5312743000000001,,,,,,168,0.42206540000000003,,0.00011302098435608201,knownplanet,293.601262,42.379761,309.96254308819636,62.58291295121627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3398,Kepler-957,19h20m37.52s,290.156346,+48d49m08.4s,48.818996000000006,310.279698,69.45539699999999,267748934,290.156346,48.818996000000006,1.31915,-0.384815,14.927999999999999,STAR,2mass,0.0,20180610,2.1783,2.1783,,,17.023,0.018000000000000002,15.833,0.115,,,,,,,,,,,14.061,0.036000000000000004,13.642000000000001,0.046,13.453,0.04,13.277000000000001,0.023,13.297,0.026000000000000002,12.467,,9.154,,15.567,0.00212892,0.021,4963.0,,4.59679,,,,0.75,,0.81,,GIANT,0.30746399999999996,,,,,,108,0.08683975,,0.000179474830504115,knownplanet,290.156346,48.818996000000006,310.27969509738455,69.45538573867185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3403,Kepler-961,18h48m08.52s,282.035496,+43d37m52.6s,43.631268,291.92302,66.15701899999999,351803452,282.035496,43.631268,0.0924574,-0.0919735,13.488,STAR,2mass,0.0,20180610,2.2351,2.2351,,,14.944,0.016,14.204,0.114,,,,,,,,,,,12.859000000000002,0.024,12.564,0.032,12.482000000000001,0.027999999999999997,12.415,0.023,12.450999999999999,0.022000000000000002,12.245,0.231,9.411,,13.9538,0.0008845039999999999,0.018000000000000002,5582.0,,4.51221,,,,0.9,,0.96,,GIANT,0.7084986999999999,,,,0.0510256,,85,0.06554284,,0.00042023267588978,knownplanet,282.035496,43.631268,291.92302621950546,66.15700810003726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3411,Kepler-968,19h02m24.61s,285.602528,+50d06m43.3s,50.112038,303.410886,71.745386,350814607,285.602528,50.112038,-2.4897,1.5092299999999998,13.44,STAR,2mass,0.0,20180610,2.1996900000000004,2.1997,,,16.175,0.064,14.626,0.126,,,,,,,,,,,12.517999999999999,0.023,11.970999999999998,0.027999999999999997,11.831,0.025,11.763,0.023,11.815,0.021,11.925,0.16899999999999998,8.978,,14.1178,0.000960913,0.018000000000000002,4598.0,,4.62905,,,,0.7,,0.76,,GIANT,0.197318,,,,0.0491601,,56,0.005229809,,0.00074721623626987,knownplanet,285.602528,50.112038,303.41088600678825,71.74537475357413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3412,Kepler-968,19h02m24.61s,285.602528,+50d06m43.3s,50.112038,303.410886,71.745386,350814607,285.602528,50.112038,-2.4897,1.5092299999999998,13.44,STAR,2mass,0.0,20180610,2.1996900000000004,2.1997,,,16.175,0.064,14.626,0.126,,,,,,,,,,,12.517999999999999,0.023,11.970999999999998,0.027999999999999997,11.831,0.025,11.763,0.023,11.815,0.021,11.925,0.16899999999999998,8.978,,14.1178,0.000960913,0.018000000000000002,4598.0,,4.62905,,,,0.7,,0.76,,GIANT,0.197318,,,,0.0491601,,56,0.005229809,,0.00074721623626987,knownplanet,285.602528,50.112038,303.41088600678825,71.74537475357413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3423,Kepler-976,19h19m28.71s,289.869641,+46d43m46.9s,46.729706,307.664833,67.58795,159174942,289.869641,46.729706,,,15.075999999999999,STAR,2mass,0.0,20180610,,,,,16.868,0.092,15.860999999999999,0.24,,,,,,,,,,,14.360999999999999,0.046,13.972999999999999,0.057,13.887,0.06,13.356,0.024,13.495,0.028999999999999998,13.116,0.537,9.418,,,,0.062,5232.0,,4.53979,,,,0.83,,0.87,,,0.46507380000000004,,,,,,120,0.20843040000000002,,0.000128074524917583,knownplanet,289.869641,46.729706,307.6648320258587,67.58793900114362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3446,Kepler-996,19h27m39.07s,291.91278900000003,+41d32m01.0s,41.533611,306.800159,62.201764000000004,351072172,291.91278900000003,41.533611,-6.7010000000000005,-6.36383,14.123,STAR,2mass,0.0,20180610,2.1326400000000003,2.1326400000000003,,,15.552999999999999,0.017,14.717,0.08,,,,,,,,,,,13.546,0.031,13.245999999999999,0.038,13.171,0.036000000000000004,13.157,0.025,13.195,0.027000000000000003,12.715,,9.169,,14.5505,0.0012024000000000002,0.02,6014.0,,4.36204,,,,1.14,,1.09,,DWARF,1.5316450000000001,,1240.81,,,,170,0.3436426,,0.000157528556485854,knownplanet,291.91278900000003,41.533611,306.80015846160615,62.20175257217533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3453,Lupus-TR-3,15h30m18.62s,232.577571,-42d58m47.7s,-42.979908,241.066774,-23.226801000000002,153091721,232.577571,-42.979908,,,17.428,STAR,2mass,0.0,20180610,,,,,20.114,0.136,,,,,,,,,,,,,16.211,0.092,15.841,0.16899999999999998,15.068,0.149,,,,,,,,,18.3042,0.016,0.043,5000.0,,4.55032,,,,0.82,,0.87,,,0.378619,,,,,,315,3.693525,,7.952883625586591e-06,knownplanet,232.577571,-42.979908,241.06677149700926,-23.2268069408958,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3487,NY Vir,13h38m48.15s,204.700622,-02d01m49.1s,-2.0303150000000003,203.630736,7.67841,175402069,204.700622,-2.0303150000000003,,,14.229000000000001,STAR,2mass,0.0,20180610,,,,,13.427,0.253,13.495999999999999,0.184,12.9288,0.00275363,13.7447,0.00260166,13.5799,0.00285161,16.3646,0.014684000000000001,14.2332,0.00390399,14.594000000000001,0.037000000000000005,14.645999999999999,0.05,14.635,0.095,14.213,0.027000000000000003,14.28,0.043,12.944,,9.248,,,,0.128,,,,,,,,,,,,,,,,,,15,0.003638817,,0.0,knownplanet;hotsdwrf,204.700622,-2.0303150000000003,203.6307393300348,7.678411051386239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3534,OGLE-TR-182,11h09m18.71s,167.32796299999998,-61d05m42.9s,-61.095257,208.018543,-57.71096,466884459,167.32796299999998,-61.095257,,,16.088,STAR,2mass,0.0,20180610,,,,,,,16.887999999999998,0.051,,,,,,,,,,,15.453,0.068,14.899000000000001,0.08,14.737,0.14300000000000002,,,,,,,,,16.5592,0.00406023,0.033,5924.0,,4.38152,,,,1.14,,1.14,,,1.441998,,,,,,975,45.48259,,1.68281633307563e-05,knownplanet,167.32796299999998,-61.095257,208.01852734401112,-57.71095920317199,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3535,OGLE-TR-211,10h40m14.39s,160.059951,-62d27m20.2s,-62.455601,205.56964,-61.189749,390001646,160.059951,-62.455601,,,14.456,STAR,2mass,0.0,20180610,,,,,15.559000000000001,0.113,15.364,0.195,,,,,,,,,,,13.767000000000001,0.032,13.419,0.04,13.379000000000001,0.045,,,,,,,,,14.9665,0.00150567,0.02,6325.0,,4.13259,,0.11,0.1,1.64,,1.33,,,3.8781489999999996,,1329.27,,,,684,1.098909,,6.4807456534591e-05,knownplanet,160.059951,-62.455601,205.5696215571824,-61.18974820521442,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3536,OGLE2-TR-L9,11h07m55.18s,166.979921,-61d08m46.5s,-61.146263,207.871827,-57.868251,466840711,166.979921,-61.146263,,,14.067,STAR,2mass,0.0,20180610,,,,,15.491,0.114,14.718,0.069,,,,,,,,,,,13.508,0.032,13.245999999999999,0.035,13.117,0.037000000000000005,,,,,,,,,14.4802,0.0012,0.02,6933.0,,4.25089,,,,1.53,,1.52,,,4.872618,,1521.16,,,,925,1.473,,8.98545669658923e-05,knownplanet,166.979921,-61.146263,207.87181072718138,-57.868250703431784,0,0,0,0,0,0,0,0,0,1,0,0,0,1
75,CoRoT-20,06h30m52.90s,97.72040799999999,+00d13m36.9s,0.226919,98.390927,-22.987775,234825296,97.72040799999999,0.226919,-2.38769,-2.0664700000000003,13.777999999999999,STAR,2mass,0.0,20180610,2.23635,2.2297599999999997,,,15.613,0.024,14.63,0.092,16.7084,0.00648705,15.0727,0.00246218,14.3949,0.00252773,14.123,0.00243617,13.9622,0.00344495,12.991,0.026000000000000002,12.652000000000001,0.027000000000000003,12.513,0.028999999999999998,12.446,0.023,12.46,0.026000000000000002,12.540999999999999,0.501,8.493,,14.3607,0.0010886,0.019,5880.0,,4.47813,,,,1.02,,1.14,,DWARF,1.1204809999999998,,,,,,158,0.0363132,,0.000152852667020767,knownplanet,97.72040799999999,0.226919,98.39093091233498,-22.987764533626116,0,0,0,0,0,1,0,0,0,0,0,0,0,1
76,CoRoT-20,06h30m52.90s,97.72040799999999,+00d13m36.9s,0.226919,98.390927,-22.987775,234825296,97.72040799999999,0.226919,-2.38769,-2.0664700000000003,13.777999999999999,STAR,2mass,0.0,20180610,2.23635,2.2297599999999997,,,15.613,0.024,14.63,0.092,16.7084,0.00648705,15.0727,0.00246218,14.3949,0.00252773,14.123,0.00243617,13.9622,0.00344495,12.991,0.026000000000000002,12.652000000000001,0.027000000000000003,12.513,0.028999999999999998,12.446,0.023,12.46,0.026000000000000002,12.540999999999999,0.501,8.493,,14.3607,0.0010886,0.019,5880.0,,4.47813,,,,1.02,,1.14,,DWARF,1.1204809999999998,,,,,,158,0.0363132,,0.000152852667020767,knownplanet,97.72040799999999,0.226919,98.39093091233498,-22.987764533626116,0,0,0,0,0,1,0,0,0,0,0,0,0,1
78,CoRoT-23,18h39m07.83s,279.78261499999996,+04d21m28.1s,4.357806,281.00349900000003,27.424196000000002,108155949,279.78261499999996,4.357806,,,14.061,STAR,2mass,0.0,20180610,,,,,16.727,0.33,15.675,0.20600000000000002,,,,,,,,,,,12.944,0.026000000000000002,12.45,0.028999999999999998,12.364,0.032,12.14,0.025,12.173,0.026000000000000002,12.259,0.445,8.354,,14.8727,0.0014,0.018000000000000002,5900.0,,4.08168,,,,1.61,,1.14,,,2.829792,,,,,,540,0.5382729,,6.12442749928432e-05,knownplanet,279.78261499999996,4.357806,281.0035031950233,27.424185071572488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
