RA,DEC,TESSMAG,TEFF,PRIORITY,RADIUS,MASS,CONTRATIO,ECLONG,ECLAT,DIST,TICID,SPEC_LIST
293.973938,45.350703,14.177,6182.0,0.000124942096555,1.27,1.18,1.64344748914,313.00469,65.250178,,270787590,knownplanet
296.19614,45.63433,14.793,5675.0,0.00012432291246500002,0.95,0.96,0.456862435252,316.661197,64.886912,,272275278,knownplanet
289.918523,42.001428,13.184,6229.0,0.000286786009568,1.3,1.2,0.0616983492947,304.0350410000001,63.106441,,159216808,knownplanet
283.797811,46.931004,14.800999999999998,5780.0,0.000129940333669,0.99,1.0,0.21846755372,297.1295120000001,69.0744,,164558338,knownplanet
298.959138,48.257824,14.639,6200.0,9.27776548968e-05,1.28,1.19,0.6194553950739999,323.600136,66.390518,,416529246,knownplanet
288.421216,43.179796,13.133,6064.0,0.000314030850652,1.29,1.17,0.0158525302878,302.438627,64.55842,,158725179,knownplanet
289.711993,50.128212,15.049,5393.0,0.00014988983216999998,0.81,0.85,0.014345793768,311.036971,70.77111500000002,,416281986,knownplanet
296.885752,40.228225,13.034,6185.0,0.000285564948715,1.33,1.24,0.166544557124,313.183986,59.70150400000001,,168816237,knownplanet
291.823484,42.516213,13.205,5713.0,0.00035141555012600003,1.13,1.02,0.0126787353212,307.354565,63.15316899999999,,63006978,knownplanet
293.834558,42.624965,12.858,6570.0,0.000241566934065,1.66,1.4,0.281584617011,310.499768,62.752821,,270705735,knownplanet
290.327319,42.898276,13.038,4908.0,0.000120590361726,2.52,1.0,0.0690833802727,305.294326,63.86761,,159311390,knownplanet
295.475742,43.493138,13.474,6747.0,0.000103302447139,1.81,1.49,3.13075414466,313.650269,63.123751,,271669616,knownplanet
290.322767,44.035812,13.51,6170.0,0.00025292536098400005,1.21,1.13,0.226469434873,306.129718,64.94641899999999,,159381747,knownplanet
290.471339,44.387085,13.183,5634.0,0.0005089926094810001,0.91,0.93,0.121934866745,306.643121,65.243052,,159441621,knownplanet
284.788294,44.59167,13.449000000000002,6020.0,0.000338371027336,1.07,1.03,0.0537924225776,297.2806950000001,66.635865,,164786172,knownplanet
283.899653,45.016889,13.39,5741.0,0.000411994524455,0.98,1.05,0.0198887305876,295.99651,67.205927,,164560223,knownplanet
285.655935,45.079554,12.916,5871.0,0.000620221614972,0.94,0.97,0.0617009475861,299.114213,66.943236,,352012975,knownplanet
289.000874,45.154274,13.362,5849.0,0.000248557449496,1.35,1.08,0.196330436045,304.850804,66.309712,,158934047,knownplanet
289.773247,40.800724,12.78,6174.0,0.00028945515397099994,1.51,1.33,0.0958619550465,303.045706,61.990361,,394174221,knownplanet
293.591893,41.09515,13.07,5203.0,0.0004989535779490001,0.8,0.85,1.73581891286,309.0212870000001,61.376759,,138297607,knownplanet
284.91943,41.617195,12.89,5382.0,0.00057603954317,0.93,0.88,0.27486152832,295.775006,63.727507,,120420633,knownplanet
291.834328,39.307358,15.007,4347.0,0.000255209276055,0.49,0.51,0.166384924642,305.263229,60.10163100000001,,351063265,knownplanet
285.799456,42.811784,14.567,6184.0,0.000128710944444,1.07,1.05,0.042688320684,297.895771,64.728471,,279915745,knownplanet
293.293634,42.196354,15.331,6248.0,5.93217387363e-05,1.09,1.07,0.8581137273280001,309.362584,62.488759,,275568400,knownplanet
295.4219930000001,38.735694,13.345999999999998,5949.0,0.000254652870833,1.22,0.88,0.0977455045849,310.112875,58.686104,,184015535,knownplanet
287.79819,45.656719,13.454,5774.0,0.000347993455387,1.05,1.03,0.101050914002,303.2301930000001,67.05403199999999,,158559417,knownplanet
284.828038,44.608722,14.188,4498.0,0.000451834884635,0.59,0.59,0.0679854670201,297.360707,66.64509,,164786156,knownplanet
291.960006,44.900028000000006,15.117,5376.0,0.00012486857660400002,0.79,0.78,0.5285994677839999,309.445889,65.359679,,63074796,knownplanet
291.628779,41.208624,13.292,5166.0,0.000536286741455,0.78,0.67,0.29680528983300003,306.149435,61.96049100000001,,137340986,knownplanet
290.6218140000001,51.05730300000001,12.318,4940.0,0.000132059156231,3.57,1.22,0.0970339636955,313.8619060000001,71.368815,,290032428,knownplanet
283.78701,48.029566,13.166,5282.0,0.0007046616877010001,0.81,0.86,0.0212368075203,297.967668,70.13346800000001,,48353902,knownplanet
285.728496,42.654532,12.041,5564.0,0.0008934708282560002,0.99,0.94,0.0363251553624,297.68517,64.589474,,279915941,knownplanet
297.124309,47.03702,13.005999999999998,6561.0,0.000241709380871,1.65,1.39,0.10879814029,319.495242,65.87952299999999,,272843289,knownplanet
297.285004,49.212457,13.308,4886.0,0.0006790249031729999,0.74,0.81,0.016755228158400002,322.295015,67.75875699999999,,28090925,knownplanet
298.8987620000001,47.463094,14.38,5201.0,0.000238346265462,0.8,0.84,0.06781730668159999,322.584055,65.709968,,268382450,knownplanet
294.338483,50.336544,14.702,6326.0,0.00011580088917799997,1.13,1.09,0.566470904662,319.163594,69.654266,,27082352,knownplanet
283.764072,42.222167,12.9,6078.0,0.000427282558976,1.18,1.12,0.0132399528989,294.169015,64.510908,,164646094,knownplanet
295.785523,39.907912,14.626,6136.0,8.83816079845e-05,1.22,1.14,0.452880083683,311.398515,59.695908,,184164411,knownplanet
287.635472,45.716058,14.807,5866.0,0.000110536305729,1.06,1.04,0.287182467198,303.0,67.145788,,158492133,knownplanet
293.881412,46.838876,14.778,6099.0,9.4521353545e-05,1.17,1.11,0.7157496744640001,314.306484,66.642107,,270790313,knownplanet
292.286585,42.072468,13.861,5316.0,0.000332184967777,0.82,0.86,0.0349297996187,307.745585,62.621663,,63213956,knownplanet
288.573588,51.472755,13.021,5765.0,0.0006190358043890001,0.99,1.0,0.0517842080473,310.7158950000001,72.292629,,299028607,knownplanet
290.586125,46.642696,14.368,5528.0,0.00020387341987,0.9,0.93,0.460270095112,308.7802240000001,67.330396,,159395366,knownplanet
297.952967,40.806808,14.673,4940.0,0.00017670262768599998,0.73,0.76,1.30876378035,315.106493,59.944646,,170241112,knownplanet
282.212936,46.717816,12.803,5665.0,0.0004927852915400001,1.19,1.02,0.0195247540543,294.035675,69.14026199999999,,123445166,knownplanet
297.068413,46.834273,13.123,5865.0,0.000398628672911,1.11,1.04,0.130596098989,319.193167,65.714517,,272843763,knownplanet
297.259086,46.843191,13.01,6170.0,0.00037384462278099986,1.24,1.15,0.0243422462444,319.48706,65.664985,,273044848,knownplanet
288.327899,47.38159,14.733,5281.0,0.000182257248119,0.82,0.86,0.0135237702376,305.6362,68.565073,,158731243,knownplanet
287.6082,47.509686,14.818,4870.0,0.000194208105593,0.74,0.79,0.5024614136,304.493848,68.85010600000001,,158489787,knownplanet
288.138264,47.724462,14.519,4779.0,0.0002711400402159999,0.71,0.75,0.234706743667,305.629378,68.931044,,158662352,knownplanet
283.710871,47.863261,14.954,4483.0,0.000207329274871,0.67,0.7,0.482785893316,297.688788,69.98781899999999,,164557360,knownplanet
297.80826,47.94667000000001,15.198,5264.0,0.000114411823345,0.82,0.86,0.109567669987,321.5381470000001,66.479892,,273681023,knownplanet
288.754887,48.2262,14.963,5754.0,0.000109220875029,1.02,1.01,0.0642970782774,307.20783,69.25492,,299033092,knownplanet
297.025629,48.478595,14.674,4913.0,0.000212865482666,0.74,0.79,0.27462938275800003,320.994505,67.193473,,27988995,knownplanet
298.45684,48.791592,14.803,5887.0,0.000113434746509,1.05,1.03,0.0585070013142,323.515786,67.018579,,267989336,knownplanet
297.015467,49.225292,14.42,5709.0,0.00017432572966799998,0.99,0.99,0.215766844973,321.902602,67.854613,,27990610,knownplanet
291.722004,49.48088,14.581,5627.0,0.000176162549038,0.92,0.95,0.399627609457,313.728223,69.64328,,26491504,knownplanet
286.026112,44.782869,13.021,5577.0,0.000598383115972,0.88,0.76,0.346618534479,299.545874,66.58588,,158114249,knownplanet
296.813689,47.526606,14.078,6510.0,7.07858424658e-05,2.13,1.48,0.238410283875,319.5689450000001,66.411697,,272840455,knownplanet
290.0827490000001,50.863485,12.815,6117.0,0.000421931461566,1.33,,0.292541374126,312.642112,71.341009,,267746315,knownplanet
286.39863,45.343531,14.584,5654.0,0.000179301697483,0.88,,0.0212291868926,300.5890080000001,67.049525,,158268972,knownplanet
288.51062,51.162472,14.848,4700.0,0.000196712882825,0.78,0.82,0.054971523541699985,310.180712,72.026279,,298969838,knownplanet
294.433512,38.35545,14.105,5820.0,0.00015451124112499998,1.09,0.98,0.764381038893,308.471564,58.57511700000001,,377871791,knownplanet
282.629652,46.323351,12.923,5972.0,0.000419301146025,1.24,1.15,0.14082311794000002,294.549086,68.688921,,123495874,knownplanet
290.581722,40.5774,14.528,5150.0,0.000191273496806,0.8,0.87,0.126647028442,304.1497700000001,61.598694,,122596693,knownplanet
285.240853,46.668255,13.405,6041.0,0.000239956126515,1.42,1.32,0.0652347092721,299.556269,68.54930999999999,,164892194,knownplanet
288.660773,43.368096,12.95,5938.0,0.000435760203889,1.13,1.13,0.07794831182189997,302.9571390000001,64.686856,,158796434,knownplanet
290.995253,45.192211,12.778,6189.0,0.00030564350164,1.38,1.32,1.13756891344,308.150556,65.873538,,159580535,knownplanet
289.9214580000001,46.744557,12.324000000000002,6090.0,0.000369750646071,1.33,,3.3850339785,307.765742,67.589225,,159174926,knownplanet
285.348998,45.556183,15.058,5347.0,0.00012555926701200002,0.85,0.89,0.135763524523,298.916096,67.460791,,164891054,knownplanet
282.236842,48.15429,12.74,5789.0,0.000699647529372,1.02,1.02,0.217662035391,295.10053,70.52919,,48131596,knownplanet
295.4824040000001,48.524447,14.186,5710.0,0.000224241231065,0.95,0.97,0.243085985395,318.680062,67.703344,,27529656,knownplanet
285.475055,48.034937,13.621,5499.0,0.00044001854867,0.86,0.89,0.148243718879,301.12343,69.807467,,279917005,knownplanet
297.479476,48.418572,13.896,5812.0,0.00024843614710400003,1.02,1.02,0.35821967654200004,321.605884,66.999538,,28229515,knownplanet
289.47867599999995,-32.86113,11.392,5740.0,0.00038471885007,1.28,1.17,2.38771092433,286.552931,-10.534386,,31858844,knownplanet
284.3996850000001,-49.13847,13.217,5498.0,0.00029187370120999995,0.92,0.93,0.0378646385696,280.448928,-26.220171,,6663331,knownplanet
290.785759,50.05412000000001,14.878,5355.0,0.000162400297265,0.84,0.88,0.120983906325,312.83175,70.418239,,417657148,knownplanet
285.176209,50.149807,14.236,4192.0,0.000530435825284,0.57,0.6,0.0456784067906,302.627942,71.873339,,48528770,knownplanet
293.833332,50.230357,14.621,4945.0,0.000236233409009,0.75,0.79,0.075194918672,318.198826,69.711312,,27006665,knownplanet
290.098068,50.32161,14.722,5723.0,0.000148147408089,0.99,1.0,0.006656185496609999,311.9640100000001,70.845578,,267746941,knownplanet
295.455291,50.494556,14.438,5520.0,0.000204335099386,0.91,0.94,0.143245494122,321.168318,69.45180699999999,,27533282,knownplanet
296.021342,50.567785,14.902,5403.0,0.000153635687289,0.84,0.87,0.185221701408,322.161265,69.33899100000001,,27766596,knownplanet
291.622408,50.618233,14.649,5890.0,0.000129612932843,1.11,1.08,0.374573604783,315.011137,70.69608000000002,,26473621,knownplanet
289.399721,51.250327,14.534,5021.0,0.000266387611088,0.76,0.8,0.0993181369777,311.933026,71.873839,,299217986,knownplanet
289.112223,51.737382,14.562,5559.0,0.000204791274621,0.89,0.92,0.420469466931,312.08444,72.390659,,299161524,knownplanet
285.213807,39.027485,14.969,5649.0,0.000104111669072,0.92,0.94,0.294928860043,294.994834,61.15322800000001,,399794420,knownplanet
294.710623,39.521744,14.956,5518.0,0.000107180830719,0.88,0.91,0.768291111936,309.600283,59.60984200000001,,378086390,knownplanet
294.489906,39.77144600000001,15.028,5913.0,6.87487720841e-05,1.16,1.11,0.0802417842986,309.444602,59.901536,,377918545,knownplanet
293.586381,42.928913,13.968,5977.0,0.00013327126025,1.38,1.2,0.635304687491,310.3597640000001,63.101401,,270611401,knownplanet
286.7380330000001,49.97575,14.171,4263.0,0.000567801103535,0.56,0.54,0.0069790785123100005,305.419066,71.362427,,399825554,knownplanet
285.168337,44.026468,14.937,4503.0,0.000215880616145,0.62,0.62,0.202465111755,297.574996,66.01987,,164884002,knownplanet
286.11033,43.680967,13.75,5750.0,0.000196394482289,1.29,1.17,0.0435811665546,298.952559,65.508923,,158170594,knownplanet
297.961567,48.244359,12.74,,0.0006838815940410001,0.95,0.89,0.381778021377,322.116629,66.69499499999999,,28357724,knownplanet
291.556964,39.227287,13.48,,0.000198804861988,1.07,1.0,4.2097916079800015,304.80431,60.088457,,137217372,knownplanet
293.824302,42.779695,15.193,,0.000105879360135,0.81,0.9,0.68614635155,310.6035490000001,62.900307,,270705374,knownplanet
295.4179,51.184764,12.557,6430.0,0.000334142442605,1.74,1.39,0.104807909003,322.094292,70.063629,,27454084,knownplanet
291.225177,44.927377,13.978,5520.0,0.00019843642239,1.13,0.99,0.0687525494394,308.2963759999999,65.568711,,159647910,knownplanet
292.85574,46.39118,13.745,5560.0,0.000279634098971,0.95,0.85,1.36727386998,312.23269,66.510827,,63452790,knownplanet
298.62489,48.577454,13.607,5460.0,0.000363073530897,0.94,1.01,0.0698305087804,323.498812,66.777498,,264508014,knownplanet
293.981566,46.687744,14.618,5962.0,0.000146690051304,0.97,1.04,0.216959745755,314.310022,66.476137,,270790035,knownplanet
289.607955,44.345426,13.37,5520.0,0.00038626637565199987,0.99,0.95,0.192262334784,305.213103,65.405194,,159098316,knownplanet
281.288118,42.45108,13.079,6213.0,0.000267140488653,1.49,1.21,0.00639038101632,290.06652,65.105964,,123233041,knownplanet
286.0363470000001,49.614506,11.955,5476.0,0.00107913543427,1.01,1.0,0.0739026337466,303.70394,71.18230600000003,,405688133,knownplanet
289.434628,49.473399,14.249,5725.0,0.000242851187229,0.92,0.91,0.0568653073365,309.761252,70.242302,,299220166,knownplanet
288.2545810000001,43.70486500000001,13.707,5800.0,0.00017408645466799995,1.35,0.96,0.7758554162469999,302.530001,65.095844,,158668572,knownplanet
292.808634,49.579442,13.312,5884.0,0.000241759111684,1.49,1.17,0.17674267568,315.670021,69.428184,,26748113,knownplanet
293.2822060000001,48.285906,11.482,4995.0,0.00016545075069799998,4.06,1.32,0.12639659468599998,314.907648,68.12668000000001,,26817004,knownplanet
297.59365,40.977269,13.845,6360.0,6.79744201352e-05,2.26,1.46,0.351258438388,314.727948,60.203824,,169556484,knownplanet
297.347389,44.026946,13.528,4551.0,0.000572052393119,0.68,0.71,0.166638913298,316.8623120000001,63.086264,,273138666,knownplanet
281.645808,41.951094,13.4,3748.0,0.000992610480098,0.52,0.54,0.054479916964800014,290.460136,64.565422,,336266673,knownplanet
285.349959,41.452219,14.111,4134.0,0.000487200909263,0.56,0.57,0.0432935831893,296.393273,63.491797,,120495880,knownplanet
290.973931,48.178161,11.606,6511.0,0.0007647058989869999,1.41,1.3,0.0534626676573,310.973976,68.653784,414.277357309,417660218,knownplanet
291.494602,44.523496,13.872,5904.0,0.000233398807948,1.07,1.04,0.0414501463067,308.390413,65.123489,,159763612,knownplanet
296.667903,49.461864,14.255999999999998,5644.0,0.000221178628215,0.91,0.94,0.6807095531340001,321.67504,68.170817,,351191596,knownplanet
290.9662140000001,51.504722,14.909,4677.0,0.000212484504661,0.71,0.76,0.0319210377492,315.0994,71.67338000000002,,417679385,knownplanet
289.843226,52.070159,13.675999999999998,5706.0,0.000365138283802,0.93,0.96,1.18815817319,313.912208,72.491248,,267673944,knownplanet
296.054062,45.827048,14.277,5708.0,0.000195211414943,0.96,0.97,0.0747186337652,316.63659,65.103401,,272083995,knownplanet
290.559518,49.943019,12.165,5748.0,0.0008969301080060002,1.04,1.07,0.0115721779235,312.299435,70.378215,,290033595,knownplanet
297.414414,46.060818,14.537,6224.0,9.60712845881e-05,1.32,1.21,0.163565292148,318.899329,64.914513,,273132601,knownplanet
287.402944,46.57398900000001,13.969,5857.0,0.00023716961026900004,1.03,1.03,0.340423411577,303.305294,68.010914,,158487658,knownplanet
288.162503,48.165154,13.44,5477.0,0.000489000957644,0.88,0.92,0.0639675397811,306.10262400000005,69.338555,,298892283,knownplanet
291.585192,45.7158,14.286,4434.0,0.000338345200901,0.67,0.71,0.151299075196,309.561904,66.215661,,62999585,knownplanet
294.385398,43.825468,13.875,5079.0,0.000368533850561,0.77,0.81,0.07193078726339999,312.2938660000001,63.727502,,271046907,knownplanet
283.345706,45.274449,14.706,5837.0,0.000128468879883,1.03,1.03,0.0954069447392,295.174418,67.550892,,164522561,knownplanet
284.219433,44.268539,14.657,5176.0,0.000188827346403,0.8,0.84,0.252913272763,296.090151,66.424625,,164671591,knownplanet
292.39539,43.869075,15.33,5442.0,9.03314489144e-05,0.86,0.9,0.0998871221463,309.274663,64.285265,,63285279,knownplanet
283.253556,40.358196,15.686,4881.0,8.24297014774e-05,0.72,0.76,0.308463416868,292.444294,62.768591,,237159318,knownplanet
283.864392,41.346453,14.961,5513.0,0.000118483040235,0.88,0.92,0.218789552883,293.900774,63.639862,,120042965,knownplanet
288.509992,41.301766,14.872,5612.0,0.000119426127092,0.91,0.94,0.191457171303,301.378347,62.73906,,121729607,knownplanet
288.994183,41.633279,14.35,5343.0,0.000213194752335,0.84,0.88,0.0969783639315,302.345086,62.955626,,121795464,knownplanet
293.878113,41.661766,14.675999999999998,5419.0,0.000147893168453,0.86,0.9,0.619207687937,309.847833,61.83797,,138430864,knownplanet
291.760396,41.944077,14.527,5394.0,0.000180463490012,0.84,0.87,0.236581518107,306.850692,62.627047,,137342468,knownplanet
290.0075700000001,42.116459000000006,14.342,5099.0,0.000250132795955,0.76,0.8,0.13343345224199998,304.251241,63.196268,,159217349,knownplanet
293.816467,42.2125,14.945,5692.0,0.000102802973216,0.96,0.97,0.15183504601,310.160446,62.37090600000001,,270706782,knownplanet
292.10521,42.38032000000001,14.517,5071.0,0.00020884436071400006,0.77,0.8,0.236022625378,307.689428,62.956554,,63122858,knownplanet
297.460018,42.83991500000001,14.567,5222.0,0.000180556515313,0.8,0.84,0.6741990997220001,316.003626,61.96427900000001,,273234664,knownplanet
294.909731,42.935257,15.164,5148.0,0.000116414802063,0.78,0.84,0.232396509969,312.352078,62.759509,,271347119,knownplanet
295.651491,43.029828,14.445,5785.0,0.00015069397157700006,0.99,0.98,0.296090526112,313.52756,62.646354,,271762145,knownplanet
283.630768,43.379395,14.537,5871.0,0.000138659068571,1.04,1.04,0.276438506344,294.5571950000001,65.660697,,164552984,knownplanet
290.393213,43.363897,14.459,5099.0,0.000225017720067,0.78,0.83,0.0230128522798,305.735987,64.294048,,159377404,knownplanet
292.965535,43.34639,15.044,5485.0,0.000116029111361,0.85,0.88,0.235720126951,309.739786,63.651261,,240183442,knownplanet
295.536136,43.884453,15.163,5777.0,8.28261669391e-05,0.98,0.99,0.654481253367,314.072044,63.468878,,271767300,knownplanet
292.8733890000001,42.966139,14.544,5428.0,0.000152831620472,0.94,0.85,0.207772738215,309.303011,63.317962,,63372898,knownplanet
283.316394,41.837122,14.64,5616.0,0.000138787951424,0.96,0.97,0.262465135478,293.227053,64.206456,,237157729,knownplanet
290.973429,45.290317,14.195,5436.0,0.000237649135515,0.89,0.92,0.13327117047700002,308.199223,65.970835,,159580705,knownplanet
297.916875,46.965131,14.023,5600.0,9.26714427459e-05,1.82,1.1,0.171007021607,320.593182,65.573555,,273592336,knownplanet
287.326625,48.673433,12.312,5779.0,0.00087992495576,0.98,0.94,0.125574159361,305.116602,70.00848,,399951991,knownplanet
288.610545,49.968634,15.175999999999998,4723.0,0.00016139837986200002,0.71,0.74,0.4473942993110001,308.866452,70.906048,,299030246,knownplanet
299.861834,45.827353,13.281,5550.0,0.000480795110812,0.89,0.92,0.0393767117833,322.199005,63.95330600000001,,269270853,knownplanet
292.9883450000001,49.484972,14.628,5808.0,0.00015057205155899998,1.0,1.01,0.0846471902423,315.84963,69.29209399999999,,26752863,knownplanet
292.15866,49.637764,14.562,5892.0,0.00014391781304799996,1.08,1.06,0.0429169456451,314.657556,69.66403199999999,,26583108,knownplanet
293.743246,45.761593,14.873,5667.0,0.000119003518459,0.92,0.95,1.39275777136,313.0295910000001,65.691558,,270699185,knownplanet
292.9552740000001,47.573101,14.32,4862.0,0.000293847891102,0.74,0.78,0.0925256375007,313.595682,67.568656,,240177285,knownplanet
288.302008,47.775559,14.778,5545.0,0.000163451258824,0.86,0.9,0.170604170059,305.965974,68.94088599999999,,158662813,knownplanet
293.28801,43.514988,14.403,4584.0,0.000269776320563,0.7,0.75,0.257470652026,310.368291,63.726494,,275571034,knownplanet
286.386936,47.016617,12.303,5645.0,0.0008539004932010001,0.91,0.94,0.934044042659,301.891414,68.64904,,158270841,knownplanet
292.677723,49.663907,13.525,5933.0,0.000271941998226,1.22,1.08,0.343433772086,315.558327,69.541297,,26656768,knownplanet
288.232715,48.002178,13.324000000000002,5817.0,0.00044856109812,0.99,0.96,0.033165193420599995,306.065277,69.16948000000001,,298965827,knownplanet
294.441792,40.571687,14.443,6166.0,0.000102740585962,1.25,1.18,0.228512419198,309.911275,60.668501,,377909767,knownplanet
296.516659,44.608608,14.114,6082.0,0.000162956632576,1.16,1.1,0.146944075339,316.169939,63.858263,,272491028,knownplanet
295.329841,42.534967,14.802,6241.0,7.26289742322e-05,1.31,1.21,0.237479664841,312.656968,62.274071,,271537714,knownplanet
285.410633,44.412211,14.19,4976.0,0.000305650691409,0.76,0.81,0.0999830466891,298.238422,66.347263,,351911398,knownplanet
298.635649,44.170944,14.477,5618.0,0.000164717486334,0.92,0.95,0.262035606478,318.848095,62.837611,,268159158,knownplanet
284.430507,44.480521,14.959,5075.0,0.000149526248947,0.78,0.82,0.582827133211,296.588239,66.592792,,164726831,knownplanet
290.263284,44.556447,14.849,5863.0,0.000105191133256,1.05,1.03,0.0603270119292,306.442121,65.45209,,159304532,knownplanet
284.830466,44.658138,14.612,5539.0,0.000169865721499,0.89,0.92,0.0916731525911,297.396996,66.692401,,164786087,knownplanet
293.454837,44.792794,14.527,5437.0,0.000182270503093,0.86,0.9,0.325781704289,311.698143,64.873092,,270521439,knownplanet
283.9774910000001,44.811563,14.377,5363.0,0.00022853309974,0.84,0.88,0.07456269490430001,296.003876,66.993349,,164652841,knownplanet
291.7173160000001,44.88731,14.457,5452.0,0.000201621106064,0.85,0.88,0.131383835883,309.049208,65.408867,,63000832,knownplanet
291.092366,45.115519,14.985,5660.0,0.000112384135679,0.93,0.95,0.144555630672,308.2419680000001,65.777776,,159580427,knownplanet
286.360109,45.414292,15.034,5633.0,0.000110532176043,0.91,0.94,1.0834354543200002,300.5748220000001,67.12508199999999,,158269049,knownplanet
296.3931740000001,45.568558,14.739,5849.0,0.00010919337842,1.06,1.03,0.637671531359,316.8921200000001,64.769938,,272366748,knownplanet
293.01828,45.914693,14.802,5418.0,0.00014189212022400002,0.86,0.9,1.18847142717,312.034769,66.027739,,240179452,knownplanet
297.045633,46.027366,13.796,5326.0,0.000395682193248,0.78,0.85,0.0945135170807,318.319438,64.994362,,272845785,knownplanet
293.623089,47.961914,14.228,5946.0,0.000180458561437,1.08,1.06,0.123822531198,315.093532,67.736974,,270695341,knownplanet
285.557511,49.330074,14.84,5706.0,0.000149727325725,0.92,0.95,0.046320848665500014,302.505002,71.018266,,350813882,knownplanet
288.163971,42.481085,13.705,6377.0,0.00017407513555500002,1.39,1.25,0.13700166099400002,301.5603720000001,63.943413,,158722002,knownplanet
288.469102,46.783677,13.307,5940.0,0.0003808418753600001,1.09,1.07,0.0386312490823,305.33289,67.969981,,158730471,knownplanet
290.067987,46.579141,14.892,5601.0,0.000133184074538,0.9,0.93,0.114040607559,307.85776,67.39887,,159225155,knownplanet
289.4317020000001,46.617529,14.549,6129.0,0.000111131333986,1.24,1.16,0.143817771672,306.823547,67.588334,,159050690,knownplanet
283.866015,46.789594,14.388,4642.0,0.0003073625684700001,0.71,0.76,0.025598443768,297.1502700000001,68.92568399999999,,164558468,knownplanet
293.732796,36.815491,14.803,5000.0,0.00015114643182700005,0.75,0.82,0.423256282174,306.5888240000001,57.27869200000001,,138359318,knownplanet
288.416491,41.029803,15.025,5096.0,0.00012501674387,0.78,0.82,1.40850009009,301.069185,62.496777,,121602473,knownplanet
292.262898,37.236993,14.639,5934.0,9.99918743121e-05,1.1,1.07,0.274179265452,304.71886,58.022848,,137545963,knownplanet
289.096867,44.004383,13.997,6160.0,0.000170851147362,1.23,1.15,0.0551908922566,304.123142,65.19720500000001,,158931258,knownplanet
291.862855,46.429248,14.112,3813.0,0.000660831973699,0.48,0.51,0.0371241405706,310.672435,66.807468,,63068329,knownplanet
296.496132,47.182859,13.007,5594.0,0.000577374874483,0.93,0.94,0.08025755571269999,318.709422,66.19923399999999,,272597130,knownplanet
294.9417430000001,-25.748322,13.753,5679.0,0.0,1.09,1.06,0.188610848748,292.3871220000001,-4.226746,,96847781,knownplanet
294.84383,44.07768400000001,14.362,5387.0,0.000211815281296,0.84,0.87,0.3374610864900001,313.200519,63.837534,,271259677,knownplanet
287.593206,44.179417,14.434,5322.0,0.000181304770304,0.85,0.89,2.40077208983,301.7718950000001,65.689427,,158494681,knownplanet
290.503604,44.143581,14.17,5706.0,0.000223316151662,0.93,0.95,0.0900505221651,306.503359,65.005624,,159442087,knownplanet
292.913118,41.060927,14.559,4699.0,0.00023573168226700004,0.67,,0.628117886712,307.986744,61.512531,,137899939,knownplanet
286.565695,41.808402,14.630999999999998,5020.0,0.000166779129154,0.85,,0.136855559042,298.567584,63.613933,,120899945,knownplanet
285.110469,42.033958,14.379,5228.0,0.000207487490133,0.84,0.89,0.525424865767,296.311866,64.0993,,164886497,knownplanet
287.242682,42.301378,14.962,5554.0,0.00013564863903600002,0.8,,0.556125611499,299.95812,63.95807900000001,,158426969,knownplanet
291.638967,42.43632,14.905,5100.0,0.00014184523014500002,0.8,0.8,0.212505758677,307.012192,63.121996,,63004906,knownplanet
288.642532,43.039298,14.366,5100.0,0.000246117243775,0.77,,0.181308459538,302.701385,64.37671,,158792051,knownplanet
293.0613830000001,43.581356,14.609000000000002,5190.0,0.00017650289080500006,0.83,,0.195466459325,310.073808,63.84676500000001,,275493574,knownplanet
295.2392700000001,42.72648,14.653,6018.0,0.000105145498607,1.12,1.08,0.195962180546,312.67459,62.476681000000006,,271538318,knownplanet
291.474302,44.683507,13.032,6129.0,0.000277109988867,1.36,1.17,0.896634113812,308.490608,65.27855799999999,,159763320,knownplanet
296.075672,45.627051,14.935,5502.0,0.000127034169111,0.87,0.9,0.201857848277,316.473248,64.915081,,272084528,knownplanet
297.841489,46.967682,14.611,5053.0,0.00020660634541900004,0.77,0.8,0.06288308656859999,320.484807,65.598985,,273592350,knownplanet
295.591257,42.555244,14.249,5961.0,0.00014936716269100002,1.08,1.06,0.776865812502,313.057675,62.222203,,271759028,knownplanet
285.232452,48.806721,14.889,5006.0,0.00018441142099,0.77,0.82,0.0982391516899,301.380239,70.591052,,48506742,knownplanet
288.771815,42.213213,14.657,5771.0,0.000132075189637,0.98,0.99,0.0670574805237,302.3614990000001,63.558653,,158794459,knownplanet
289.884378,45.211502,13.925999999999998,5791.0,0.000258862586455,0.98,0.99,0.100370468784,306.356976,66.159163,,159177065,knownplanet
284.5857910000001,47.079535,14.800999999999998,4630.0,0.000224822999318,0.69,0.71,0.0798991020954,298.690313,69.070573,,164781761,knownplanet
285.8692890000001,42.728087,15.156,5044.0,0.000110603130988,0.76,0.8,4.66536828098,297.962046,64.634504,,158167159,knownplanet
287.805579,45.340548,13.069,5998.0,0.0004110561859780001,1.15,1.1,0.00861344881615,302.992883,66.751832,,158559018,knownplanet
286.715633,48.64528,12.607,5047.0,0.000122578639703,3.38,1.28,0.0519196247845,303.975909,70.11984100000001,,399826741,knownplanet
285.803226,44.873429,15.239,5566.0,9.48488961632e-05,0.91,0.94,0.128988852574,299.225307,66.71644599999999,,279913214,knownplanet
